,Player,Pos,G,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Component 1,Component 2
295,Damian Lillard,Guard,29,1056,222,552,0.402,92,284,0.324,130,268,0.485,0.486,159,181,0.878,13,107,120,212,17,11,83,37,695,18.5,0.55,0.514,0.328,1.3,11.6,6.2,34.0,0.8,1.0,11.6,29.3,0.5490249165677075,-1.6706551880917204
296,Nassir Little,Forward,42,1088,145,315,0.46,51,154,0.331,94,161,0.584,0.541,69,94,0.734,58,178,236,54,25,36,40,82,410,13.5,0.575,0.489,0.298,5.7,18.7,11.9,7.4,1.1,3.3,10.1,15.8,-0.19115047625436268,0.8193519882529443
297,Isaiah Livers,Forward,19,383,41,90,0.456,27,64,0.422,14,26,0.538,0.606,12,14,0.857,15,42,57,21,13,7,15,37,121,11.1,0.629,0.711,0.156,4.0,12.5,8.0,8.0,1.7,1.6,13.5,12.4,-2.7497855788238783,-0.022319397499007184
298,Kevon Looney,Center,82,1732,208,364,0.571,0,1,0.0,208,363,0.573,0.571,75,125,0.6,208,388,596,165,50,52,67,215,491,15.7,0.586,0.003,0.343,13.5,23.8,18.8,13.2,1.4,2.9,13.8,12.2,2.898201374985712,3.799554646927543
299,Brook Lopez,Center,13,298,61,131,0.466,19,53,0.358,42,78,0.538,0.538,20,23,0.87,19,34,53,6,8,15,12,34,161,16.0,0.57,0.405,0.176,6.9,11.9,9.4,3.0,1.3,4.8,7.8,21.9,-2.6360212504028615,0.25039774730347847
300,Robin Lopez,Center,36,612,110,199,0.553,2,6,0.333,108,193,0.56,0.558,32,54,0.593,68,58,126,54,2,18,44,67,254,13.7,0.57,0.03,0.271,11.7,10.0,10.9,14.4,0.2,2.7,16.5,18.9,-1.5693298465793732,1.0625830505531537
301,Kevin Love,Center,74,1665,327,761,0.43,187,477,0.392,140,284,0.493,0.553,166,198,0.838,87,449,536,160,26,18,98,101,1007,19.6,0.594,0.627,0.26,5.9,29.2,17.8,15.3,0.8,1.0,10.4,25.1,3.417562080442131,-0.8653520329113311
302,Kyle Lowry,Guard,63,2133,276,627,0.44,144,382,0.377,132,245,0.539,0.555,148,174,0.851,33,249,282,474,67,17,168,177,844,15.0,0.6,0.609,0.278,1.8,13.0,7.5,32.3,1.6,0.8,19.3,18.2,3.546892645337514,-2.111413851345846
303,Gabriel Lundberg,Guard,4,44,5,19,0.263,3,8,0.375,2,11,0.182,0.342,0,0,,2,5,7,11,3,0,3,7,13,7.7,0.342,0.421,0.0,5.0,11.9,8.5,31.5,3.3,0.0,13.6,21.5,-3.7823377934287463,-0.844491617456318
304,Timothé Luwawu-Cabarrot,Forward,52,685,74,186,0.398,44,122,0.361,30,64,0.469,0.516,35,41,0.854,17,65,82,40,18,6,20,76,227,9.3,0.556,0.656,0.22,2.7,10.3,6.6,7.7,1.3,0.8,8.9,14.3,-1.9976231054310571,-0.4165388321147722
305,Trey Lyles,Forward,75,1537,262,562,0.466,67,209,0.321,195,353,0.552,0.526,195,243,0.802,89,290,379,88,29,32,73,123,786,16.4,0.588,0.372,0.432,6.0,21.2,13.4,9.0,0.9,1.9,9.8,20.7,2.3510018952107896,0.8161313148962283
306,Théo Maledon,Guard,51,908,119,317,0.375,44,150,0.293,75,167,0.449,0.445,79,100,0.79,20,111,131,111,31,11,65,67,361,10.6,0.5,0.473,0.315,2.2,12.8,7.4,18.5,1.7,1.1,15.3,20.3,-0.7090749696997588,-0.6503343874137725
307,Sandro Mamukelashvili,Forward,41,407,57,115,0.496,22,52,0.423,35,63,0.556,0.591,18,22,0.818,35,47,82,22,9,9,15,28,154,14.7,0.618,0.452,0.191,9.3,12.0,10.7,7.4,1.1,2.1,10.7,14.6,-2.5533398848196978,0.3320148799703602
308,Terance Mann,Forward,81,2317,334,690,0.484,76,208,0.365,258,482,0.535,0.539,128,164,0.78,104,321,425,209,55,21,84,178,872,13.4,0.572,0.301,0.238,4.9,14.3,9.7,13.1,1.2,0.8,9.9,16.0,3.1941408868624444,0.5770973579408227
309,Tre Mann,Guard,60,1367,231,588,0.393,98,272,0.36,133,316,0.421,0.476,65,82,0.793,25,146,171,91,47,12,71,102,625,10.2,0.501,0.463,0.139,1.9,11.2,6.4,10.7,1.7,0.8,10.2,22.0,0.4605479287417914,-1.2253091241134728
310,Boban Marjanović,Center,23,128,42,70,0.6,1,4,0.25,41,66,0.621,0.607,13,22,0.591,8,31,39,3,0,3,15,24,98,18.5,0.615,0.057,0.314,6.9,27.0,16.9,4.8,0.0,2.1,15.8,33.3,-3.0849434939575304,0.40051283559146195
311,Lauri Markkanen,Forward,61,1878,313,703,0.445,136,380,0.358,177,323,0.548,0.542,138,159,0.868,59,286,345,81,45,30,54,130,900,14.7,0.582,0.541,0.226,3.5,16.5,10.2,6.6,1.2,1.4,6.5,19.5,2.299236782394832,-0.4124521913868115
312,Naji Marshall,Forward,55,735,109,269,0.405,21,105,0.2,88,164,0.537,0.444,74,93,0.796,38,104,142,62,33,8,46,69,313,12.3,0.505,0.39,0.346,5.6,16.0,10.7,12.3,2.2,1.0,12.9,20.8,-0.9728600630723514,0.09852311072537419
313,Caleb Martin,Forward,60,1372,208,410,0.507,64,155,0.413,144,255,0.565,0.585,71,93,0.763,70,160,230,64,58,30,52,104,551,14.8,0.611,0.378,0.227,5.9,13.0,9.5,7.0,2.1,2.3,10.3,16.3,0.5867570036559072,0.5120888281501962
314,Cody Martin,Forward,71,1866,204,423,0.482,61,159,0.384,143,264,0.542,0.554,75,107,0.701,82,203,285,179,88,32,61,116,544,12.7,0.579,0.376,0.253,4.6,11.7,8.1,12.4,2.3,1.6,11.5,12.1,1.4526563698604682,0.4106682912660917
315,Kelan Martin,Forward,30,450,70,171,0.409,22,75,0.293,48,96,0.5,0.474,9,13,0.692,17,38,55,21,13,9,14,36,171,9.4,0.484,0.439,0.076,4.1,9.6,6.8,6.7,1.4,1.7,7.3,18.1,-2.5797989144046136,-0.060332790195607416
316,Kenyon Martin Jr.,Forward,79,1656,279,523,0.533,60,168,0.357,219,355,0.617,0.591,78,123,0.634,80,217,297,101,34,40,60,113,696,14.3,0.603,0.321,0.235,5.3,14.5,9.9,9.4,1.0,2.2,9.4,16.3,1.3685080627593924,1.051121629494925
317,Garrison Mathews,Guard,65,1712,184,461,0.399,139,386,0.36,45,75,0.6,0.55,143,180,0.794,32,158,190,64,57,24,41,168,650,11.0,0.602,0.837,0.39,2.0,10.2,6.1,5.3,1.6,1.3,7.1,14.4,1.1637607883858077,-0.9709535795376093
318,Wesley Matthews,Guard,49,1002,87,220,0.395,53,157,0.338,34,63,0.54,0.516,22,28,0.786,30,62,92,36,23,8,18,87,249,6.9,0.536,0.714,0.127,3.2,6.4,4.9,4.6,1.1,0.8,7.2,10.7,-1.7941019477994498,-0.21602229209631835
319,Tyrese Maxey,Guard,75,2650,483,995,0.485,132,309,0.427,351,686,0.512,0.552,213,246,0.866,26,214,240,321,55,32,88,156,1311,16.2,0.594,0.311,0.247,1.1,8.9,5.1,19.1,1.0,1.1,7.4,20.2,4.166383115842235,-1.4577664984703915
320,Skylar Mays,Guard,28,220,32,64,0.5,8,25,0.32,24,39,0.615,0.563,8,9,0.889,5,20,25,17,7,0,10,9,80,11.7,0.589,0.391,0.141,2.5,9.9,6.2,10.8,1.6,0.0,12.8,15.5,-3.2424387627908784,0.11437597659669074
321,Miles McBride,Guard,40,372,32,108,0.296,17,68,0.25,15,40,0.375,0.375,8,12,0.667,4,38,42,41,14,1,5,45,89,6.1,0.393,0.63,0.111,1.1,11.2,6.1,15.9,1.9,0.3,4.2,13.9,-2.94866066618996,-0.5671788716472335
322,CJ McCollum,Guard,62,2145,536,1164,0.46,182,469,0.388,354,695,0.509,0.539,116,170,0.682,53,216,269,315,70,22,127,121,1370,18.3,0.553,0.403,0.146,2.6,11.5,6.9,26.1,1.6,1.0,9.3,27.5,4.360992797312338,-2.1871646956711297
323,T.J. McConnell,Guard,27,652,100,208,0.481,10,33,0.303,90,175,0.514,0.505,19,23,0.826,20,70,90,131,29,10,29,53,229,15.1,0.525,0.159,0.111,3.4,12.2,7.7,28.7,2.2,1.3,11.7,16.2,-1.7376852795381135,0.006813617614999585
324,Jaden McDaniels,Forward,70,1803,255,554,0.46,80,252,0.317,175,302,0.579,0.532,57,71,0.803,76,217,293,79,52,54,75,224,647,10.3,0.553,0.455,0.128,4.4,13.2,8.7,6.1,1.4,2.9,11.4,15.3,1.8948582700509122,0.9482976890700507
325,Jalen McDaniels,Forward,55,895,123,254,0.484,41,108,0.38,82,146,0.562,0.565,53,72,0.736,37,133,170,58,26,22,36,93,340,12.7,0.595,0.425,0.283,4.3,16.0,10.1,8.7,1.4,2.3,11.2,15.3,-0.8318133365814604,0.41686188130467017
326,Doug McDermott,Forward,51,1223,215,465,0.462,108,256,0.422,107,209,0.512,0.578,40,51,0.784,18,97,115,64,13,6,43,79,578,11.4,0.593,0.551,0.11,1.5,8.4,4.9,7.3,0.5,0.4,8.1,18.3,-0.7155281226968117,-1.1184165845938652
327,JaVale McGee,Center,74,1172,288,458,0.629,2,9,0.222,286,449,0.637,0.631,102,146,0.699,163,333,496,42,22,81,98,181,680,22.6,0.651,0.02,0.319,15.3,29.7,22.7,5.4,0.9,6.1,15.8,22.8,2.7905520840149483,3.9347241401197457
328,Cameron McGriff,Forward,3,46,5,14,0.357,2,6,0.333,3,8,0.375,0.429,2,2,1.0,6,9,15,3,0,1,0,7,14,12.5,0.47,0.429,0.143,13.8,22.3,17.9,9.4,0.0,2.1,0.0,14.0,-3.7179130447223767,-0.27885125245080894
329,Rodney McGruder,Guard,51,754,98,225,0.436,58,146,0.397,40,79,0.506,0.564,19,26,0.731,31,80,111,48,21,7,24,58,273,11.6,0.577,0.649,0.116,4.2,12.1,8.0,9.6,1.4,0.8,9.2,14.8,-1.7948696784649392,-0.3367476124433043
330,Alfonzo McKinnie,Forward,17,206,24,61,0.393,9,27,0.333,15,34,0.441,0.467,2,8,0.25,13,20,33,5,2,3,7,26,59,5.6,0.457,0.443,0.131,7.1,10.9,9.0,3.2,0.5,1.3,9.8,15.3,-3.3083585088545946,-0.0896647167935348
331,Jordan McLaughlin,Guard,62,902,88,200,0.44,27,85,0.318,61,115,0.53,0.508,30,40,0.75,22,72,94,180,57,10,38,54,233,13.4,0.535,0.425,0.2,2.6,8.8,5.6,26.1,3.0,1.1,14.9,11.8,-1.2498592641212911,-0.4079039611192623
332,Ben McLemore,Guard,64,1285,216,539,0.401,151,417,0.362,65,122,0.533,0.541,72,88,0.818,12,91,103,59,38,10,55,103,655,11.7,0.567,0.774,0.163,1.0,8.1,4.4,7.3,1.4,0.8,8.7,21.3,0.04253420820185673,-1.899715017662664
333,De'Anthony Melton,Guard,73,1657,281,695,0.404,139,372,0.374,142,323,0.44,0.504,90,120,0.75,64,264,328,194,104,39,112,128,791,15.2,0.529,0.535,0.173,4.0,17.1,10.4,16.0,3.0,2.1,13.0,21.3,2.9230128882654087,-1.0433622974052803
334,Sam Merrill,Guard,6,58,8,24,0.333,7,23,0.304,1,1,1.0,0.479,2,4,0.5,1,6,7,4,0,0,2,3,25,7.5,0.485,0.958,0.167,1.8,11.1,6.3,9.0,0.0,0.0,7.2,19.6,-3.4891315055595684,1.0178462499120118
335,Chimezie Metu,Center,60,1279,203,449,0.452,57,186,0.306,146,263,0.555,0.516,71,91,0.78,34,301,335,60,51,32,61,93,534,13.4,0.546,0.414,0.203,2.9,25.9,14.3,6.9,1.9,2.2,11.1,18.5,0.8447595333599712,0.5048165976675496
336,Khris Middleton,Forward,66,2141,452,1021,0.443,162,434,0.373,290,587,0.494,0.522,259,291,0.89,41,315,356,358,76,18,190,160,1325,18.1,0.577,0.425,0.285,2.1,15.3,8.8,25.5,1.7,0.8,14.2,26.7,5.536019150820366,-2.232687973195042
337,Patty Mills,Guard,81,2346,324,794,0.408,227,568,0.4,97,226,0.429,0.551,48,59,0.814,18,138,156,183,51,17,73,112,923,10.4,0.563,0.715,0.074,0.9,6.2,3.6,10.6,1.1,0.6,8.2,16.4,1.443934511179649,-3.0693188823757342
338,Paul Millsap,Center,33,376,45,115,0.391,8,35,0.229,37,80,0.463,0.426,17,24,0.708,41,73,114,29,10,13,19,67,115,10.8,0.458,0.304,0.209,12.3,20.7,16.6,10.4,1.3,3.1,13.1,16.7,-2.2940409954067134,0.49875676986827094
339,Shake Milton,Guard,55,1179,173,403,0.429,43,133,0.323,130,270,0.481,0.483,61,73,0.836,30,112,142,139,28,17,44,99,450,11.9,0.517,0.33,0.181,2.9,10.4,6.7,17.6,1.2,1.3,9.2,18.3,-0.36889547948378576,-0.25225710213686275
340,Davion Mitchell,Guard,75,2076,352,843,0.418,101,320,0.316,251,523,0.48,0.477,56,85,0.659,33,133,166,313,55,24,114,141,861,10.8,0.489,0.38,0.101,1.7,7.0,4.4,22.5,1.3,1.0,11.5,20.6,2.2087981000765122,-1.485080555919385
341,Donovan Mitchell,Guard,67,2266,617,1376,0.448,232,654,0.355,385,722,0.533,0.533,267,313,0.853,55,227,282,358,99,12,200,164,1733,21.6,0.572,0.475,0.227,2.7,10.6,6.8,27.7,2.2,0.5,11.7,32.9,6.792775855895528,-3.524352758708216
342,Evan Mobley,Forward,69,2331,422,830,0.508,23,92,0.25,399,738,0.541,0.522,167,252,0.663,143,427,570,174,56,115,133,147,1034,16.1,0.549,0.111,0.304,6.9,19.8,13.5,11.6,1.2,4.4,12.4,20.4,5.337787735731849,3.340164983565169
343,Malik Monk,Guard,76,2139,391,826,0.473,173,442,0.391,218,384,0.568,0.578,93,117,0.795,37,219,256,218,61,29,122,138,1048,14.4,0.597,0.535,0.142,1.9,11.0,6.4,15.2,1.4,1.2,12.2,20.1,2.9699328149304725,-1.6493362471182955
344,Greg Monroe,Center,14,195,32,57,0.561,0,0,0.0,32,57,0.561,0.561,12,23,0.522,30,34,64,22,8,10,12,24,76,19.5,0.566,0.0,0.404,16.9,18.8,17.7,16.2,2.0,4.8,15.2,17.3,-2.8813221270868783,0.5740409736233696
345,Moses Moody,Guard,52,607,80,183,0.437,40,110,0.364,40,73,0.548,0.546,28,36,0.778,17,63,80,23,7,10,13,43,228,10.5,0.573,0.601,0.197,3.2,11.0,7.2,5.3,0.6,1.6,6.1,15.2,-2.276209363689515,-0.07099065126845862
346,Xavier Moon,Guard,10,137,25,51,0.49,5,14,0.357,20,37,0.541,0.539,3,5,0.6,2,12,14,24,7,3,6,9,58,16.2,0.545,0.275,0.098,1.6,9.0,5.4,27.0,2.5,1.9,10.1,19.0,-3.3717599731043366,-0.0134533554214324
347,Ja Morant,Guard,57,1889,580,1177,0.493,88,256,0.344,492,921,0.534,0.53,316,415,0.761,77,248,325,384,66,22,196,86,1564,24.4,0.575,0.218,0.353,4.2,14.1,9.0,34.1,1.7,1.0,12.6,33.7,6.234472612092792,-1.1379757239797674
348,Marcus Morris,Forward,54,1564,300,691,0.434,101,275,0.367,199,416,0.478,0.507,129,148,0.872,26,213,239,113,28,18,69,115,830,13.7,0.549,0.398,0.214,1.8,14.0,8.1,11.3,0.9,1.0,8.4,23.2,1.4697586284947681,-0.855678976894315
349,Markieff Morris,Forward,17,298,54,114,0.474,13,39,0.333,41,75,0.547,0.531,8,9,0.889,17,28,45,23,6,1,20,33,129,10.9,0.547,0.342,0.079,6.6,10.5,8.6,12.1,1.0,0.4,14.5,20.6,-2.863669073868287,0.05400977348939322
350,Monte Morris,Guard,75,2239,374,773,0.484,124,314,0.395,250,459,0.545,0.564,73,84,0.869,27,199,226,333,56,14,78,92,945,14.7,0.583,0.406,0.109,1.4,9.6,5.6,21.4,1.2,0.6,8.8,17.4,2.1096158630811854,-1.5897196492217605
351,Mychal Mulder,Guard,17,239,24,77,0.312,17,54,0.315,7,23,0.304,0.422,4,4,1.0,2,22,24,5,4,2,8,13,69,3.7,0.438,0.701,0.052,0.9,9.8,5.3,3.0,0.8,0.8,9.2,15.8,-3.4191059080857094,-0.6951781762210265
352,Trey Murphy III,Forward,62,864,109,277,0.394,71,186,0.382,38,91,0.418,0.522,45,51,0.882,47,100,147,38,23,7,16,60,334,12.5,0.558,0.671,0.184,5.9,13.1,9.4,6.2,1.3,0.8,5.1,15.7,-1.4179939500600607,-0.510169091982746
353,Dejounte Murray,Guard,68,2366,573,1241,0.462,96,294,0.327,477,947,0.504,0.5,196,247,0.794,80,483,563,627,138,23,180,138,1438,22.3,0.533,0.237,0.199,3.5,21.6,12.5,40.6,2.8,0.8,11.8,27.3,7.5622527528888,-1.1356796438030141
354,Mike Muscala,Center,43,592,113,248,0.456,70,163,0.429,43,85,0.506,0.597,48,57,0.842,21,108,129,22,18,26,14,58,344,19.7,0.63,0.657,0.23,3.6,19.1,11.2,6.2,1.5,4.1,4.9,20.9,-1.4352867771551252,-0.1364001269163071
355,Svi Mykhailiuk,Forward,56,716,91,234,0.389,41,134,0.306,50,100,0.5,0.476,32,37,0.865,20,72,92,45,26,4,32,54,255,9.6,0.509,0.573,0.158,2.9,11.5,7.0,8.8,1.8,0.5,11.3,16.9,-1.819271371163047,-0.4337799422991976
356,Abdel Nader,Forward,14,145,12,35,0.343,4,14,0.286,8,21,0.381,0.4,6,10,0.6,4,23,27,7,8,4,11,20,34,4.9,0.431,0.4,0.286,3.0,16.6,10.0,5.9,2.7,2.5,21.8,15.0,-3.374646596369084,-0.2791254069888057
357,RJ Nembhard Jr.,Guard,14,63,6,18,0.333,0,2,0.0,6,16,0.375,0.333,3,4,0.75,3,4,7,12,1,0,3,2,15,8.0,0.38,0.111,0.222,5.4,6.9,6.1,26.1,0.8,0.0,13.2,16.0,-3.7256944103580705,-0.3535927725861668
358,Aaron Nesmith,Forward,52,574,72,182,0.396,31,115,0.27,41,67,0.612,0.481,21,26,0.808,15,74,89,22,20,5,31,70,196,7.3,0.507,0.632,0.143,2.9,13.6,8.4,5.4,1.7,0.8,13.8,17.2,-2.0448920261009413,0.028759476276212288
359,Raul Neto,Guard,70,1372,204,441,0.463,35,120,0.292,169,321,0.526,0.502,83,108,0.769,13,121,134,217,55,3,79,104,526,12.4,0.538,0.272,0.245,1.1,9.6,5.4,22.9,2.0,0.2,13.9,18.4,0.3751010855298706,-0.7884298753484418
360,Malik Newman,Guard,1,8,3,5,0.6,0,1,0.0,3,4,0.75,0.6,2,2,1.0,0,1,1,1,0,0,1,0,8,28.6,0.68,0.2,0.4,0.0,13.5,6.9,27.8,0.0,0.0,14.5,38.1,-3.6931358345825984,0.5165085874669654
361,Georges Niang,Forward,76,1736,246,563,0.437,156,387,0.403,90,176,0.511,0.575,52,59,0.881,25,178,203,102,30,13,59,190,700,10.7,0.594,0.687,0.105,1.6,11.3,6.5,8.7,0.9,0.7,9.1,16.8,0.8338884974355081,-1.3898713436140278
362,Daishen Nix,Guard,24,261,27,67,0.403,7,26,0.269,20,41,0.488,0.455,16,30,0.533,7,26,33,40,15,0,26,21,77,8.1,0.48,0.388,0.448,2.9,11.0,6.9,21.5,2.7,0.0,24.5,17.3,-2.9458216761026432,-0.24063754815671934
363,Zeke Nnaji,Forward,41,698,96,186,0.516,37,80,0.463,59,106,0.557,0.616,41,65,0.631,56,91,147,17,16,13,23,79,270,13.5,0.629,0.43,0.349,9.3,14.1,11.8,3.4,1.1,1.7,9.7,14.9,-1.499496081415229,0.5799114052840469
364,Nerlens Noel,Center,25,562,32,60,0.533,0,3,0.0,32,57,0.561,0.533,21,30,0.7,48,93,141,23,30,31,20,67,85,11.8,0.581,0.05,0.5,9.0,18.1,13.5,5.7,2.7,5.4,21.5,7.3,-1.9326953249686534,1.2217428116844986
365,Jaylen Nowell,Guard,62,975,196,413,0.475,63,160,0.394,133,253,0.526,0.551,72,92,0.783,22,101,123,130,27,10,36,73,527,16.8,0.581,0.387,0.223,2.4,11.4,6.8,20.2,1.3,1.0,7.4,21.0,-0.44657539520007183,-0.6079175990823635
366,Frank Ntilikina,Guard,58,685,89,223,0.399,38,111,0.342,51,112,0.455,0.484,24,25,0.96,12,67,79,69,27,7,31,61,240,10.4,0.513,0.498,0.112,1.9,10.9,6.4,14.7,2.0,0.9,11.7,17.4,-1.877797315006086,-0.5376587203203286
367,Jusuf Nurkić,Center,56,1579,321,600,0.535,15,56,0.268,306,544,0.563,0.548,185,268,0.69,167,452,619,157,62,34,143,189,842,20.0,0.586,0.093,0.447,11.2,32.6,21.5,16.6,1.9,2.1,16.6,23.6,4.5902563524060005,2.5984777709689824
368,David Nwaba,Forward,46,609,85,176,0.483,15,49,0.306,70,127,0.551,0.526,48,67,0.716,41,110,151,35,28,20,21,55,233,15.3,0.567,0.278,0.381,7.4,20.0,13.6,8.5,2.2,2.9,9.3,15.8,-1.490188515545775,0.6926834632866533
369,Jordan Nwora,Forward,62,1185,186,462,0.403,79,227,0.348,107,235,0.455,0.488,36,43,0.837,37,184,221,59,25,17,57,78,487,9.9,0.506,0.491,0.093,3.4,16.1,9.9,7.0,1.0,1.4,10.6,19.4,-0.2745057591120027,-0.40583766784391007
370,Royce O'Neale,Forward,77,2406,203,444,0.457,119,306,0.389,84,138,0.609,0.591,45,56,0.804,64,304,368,191,86,32,79,183,570,10.3,0.608,0.689,0.126,3.0,13.4,8.4,10.5,1.8,1.2,14.4,9.9,2.0211170388183275,-0.03818234607491016
371,Semi Ojeleye,Forward,30,406,30,99,0.303,15,50,0.3,15,49,0.306,0.379,23,29,0.793,27,47,74,9,7,6,9,30,98,6.7,0.438,0.505,0.293,7.2,12.0,9.7,2.9,0.8,1.4,7.5,12.8,-2.8755575722265148,-0.28410802270582547
372,Chuma Okeke,Forward,70,1749,216,575,0.376,118,371,0.318,98,204,0.48,0.478,55,65,0.846,47,300,347,118,97,42,57,95,605,12.0,0.501,0.645,0.113,2.8,18.2,10.5,10.1,2.7,2.2,8.6,16.4,1.6872483003887218,-0.5283091120246044
373,Josh Okogie,Guard,49,516,42,104,0.404,14,47,0.298,28,57,0.491,0.471,35,51,0.686,29,41,70,25,26,12,23,53,133,9.0,0.526,0.452,0.49,5.9,8.7,7.3,6.2,2.4,2.2,15.4,12.1,-2.2530546461036804,0.1562752119945595
374,Onyeka Okongwu,Center,48,992,156,226,0.69,0,0,0.0,156,226,0.69,0.69,80,110,0.727,115,168,283,53,31,60,44,149,392,19.8,0.714,0.0,0.487,12.8,18.4,15.6,7.6,1.5,5.4,13.8,14.0,0.5721397996623484,2.850958889122299
375,Isaac Okoro,Forward,67,1981,207,431,0.48,55,157,0.35,152,274,0.555,0.544,119,155,0.768,72,129,201,121,56,22,58,164,588,10.4,0.589,0.364,0.36,4.1,7.1,5.6,8.5,1.4,1.0,10.4,12.4,1.1363808242787425,0.2817232028148229
376,KZ Okpala,Forward,21,244,30,69,0.435,9,26,0.346,21,43,0.488,0.5,8,11,0.727,11,30,41,14,4,7,5,25,77,10.4,0.521,0.377,0.159,5.2,13.7,9.5,8.3,0.8,3.0,6.3,14.4,-3.150606609036888,0.06556886923417916
377,Victor Oladipo,Guard,8,173,35,73,0.479,15,36,0.417,20,37,0.541,0.582,14,19,0.737,3,20,23,28,5,1,16,13,99,16.8,0.608,0.493,0.26,2.0,12.9,7.5,26.3,1.4,0.6,16.4,25.1,-3.13955756146614,-0.1709829590893597
378,Cameron Oliver,Forward,2,43,10,15,0.667,1,3,0.333,9,12,0.75,0.7,2,3,0.667,2,4,6,3,1,1,0,5,23,21.4,0.705,0.2,0.2,5.1,10.1,7.6,11.1,1.1,2.1,0.0,16.6,-3.5930083057706064,0.5516996215545427
379,Kelly Olynyk,Center,40,764,128,286,0.448,40,119,0.336,88,167,0.527,0.517,69,89,0.775,54,123,177,111,31,19,58,100,365,16.7,0.561,0.416,0.311,7.3,18.3,12.5,23.3,2.0,2.2,15.1,21.5,-0.3646006413728468,0.24010434460385388
380,Eugene Omoruyi,Forward,4,18,2,5,0.4,1,2,0.5,1,3,0.333,0.5,2,4,0.5,2,5,7,2,0,0,0,2,7,17.0,0.518,0.4,0.8,12.3,30.9,21.6,15.8,0.0,0.0,0.0,16.9,-3.8199453747631718,-0.43567436355304123
381,Miye Oni,Guard,16,44,2,9,0.222,1,8,0.125,1,1,1.0,0.278,0,1,0.0,1,6,7,5,0,0,1,7,5,0.4,0.265,0.889,0.111,2.6,14.4,8.7,14.2,0.0,0.0,9.6,10.3,-3.5422110784924272,1.1087861838477668
382,Cedi Osman,Forward,66,1462,247,572,0.432,128,359,0.357,119,213,0.559,0.544,87,131,0.664,25,121,146,135,52,10,67,127,709,13.3,0.563,0.628,0.229,1.9,9.0,5.5,14.1,1.8,0.6,9.6,21.1,0.9322815195496004,-1.5175399997115118
383,Daniel Oturu,Center,3,27,3,6,0.5,0,1,0.0,3,5,0.6,0.5,3,5,0.6,1,4,5,0,0,2,0,1,9,13.4,0.549,0.167,0.833,3.8,17.0,10.0,0.0,0.0,7.2,0.0,13.0,-3.7089679145998486,0.22057194689040455
384,Kelly Oubre Jr.,Forward,76,1999,410,932,0.44,191,553,0.345,219,379,0.578,0.542,126,189,0.667,79,223,302,84,77,31,67,189,1137,14.9,0.56,0.593,0.203,4.1,12.0,8.0,6.2,1.8,1.5,6.2,23.0,3.580903242947,-1.1791916513619427
385,Kevin Pangos,Guard,24,166,15,46,0.326,6,26,0.231,9,20,0.45,0.391,3,4,0.75,2,9,11,30,3,0,7,11,39,6.5,0.408,0.565,0.087,1.4,5.9,3.7,24.6,0.9,0.0,12.8,14.6,-3.492655937839701,-0.31501367740273234
386,Jabari Parker,Forward,12,112,18,38,0.474,8,16,0.5,10,22,0.455,0.579,9,9,1.0,5,23,28,6,4,1,8,13,53,14.8,0.632,0.421,0.237,5.0,21.7,13.5,7.9,1.8,0.8,16.0,19.6,-3.40620967933186,-0.17001451050102265
387,Eric Paschall,Forward,58,736,114,235,0.485,40,108,0.37,74,127,0.583,0.57,66,86,0.767,30,76,106,36,9,5,27,51,334,13.9,0.612,0.46,0.366,4.6,10.9,7.9,7.1,0.6,0.6,9.0,17.7,-1.592805505277879,0.00846470945028246
388,Chris Paul,Guard,65,2139,363,736,0.493,63,199,0.317,300,537,0.559,0.536,169,202,0.837,22,261,283,702,121,20,153,134,958,20.8,0.581,0.27,0.274,1.1,12.8,7.1,44.5,2.7,0.8,15.6,19.7,4.673232636350351,-1.7686265103738645
389,Cameron Payne,Guard,58,1278,240,587,0.409,71,211,0.336,169,376,0.449,0.469,75,89,0.843,24,151,175,282,40,17,103,119,626,13.8,0.5,0.359,0.152,2.1,12.3,7.3,30.7,1.5,1.2,14.1,24.6,1.1133967702720506,-1.1271690678901805
390,Elfrid Payton,Guard,50,549,67,175,0.383,4,18,0.222,63,157,0.401,0.394,12,32,0.375,21,67,88,99,25,6,47,38,150,7.9,0.397,0.103,0.183,4.2,12.8,8.6,23.0,2.2,1.0,19.9,18.5,-2.0670295991392393,-0.21807029949883525
391,Gary Payton II,Guard,71,1247,212,344,0.616,43,120,0.358,169,224,0.754,0.679,35,58,0.603,72,175,247,64,96,22,40,131,502,17.8,0.679,0.349,0.169,6.5,14.9,10.8,7.6,3.8,1.7,9.8,14.3,0.7194529197822878,1.1015860853844752
392,Norvel Pelle,Center,3,19,3,5,0.6,0,0,0.0,3,5,0.6,0.6,0,0,,3,3,6,0,0,1,2,1,6,12.2,0.6,0.0,0.0,17.9,16.7,17.3,0.0,0.0,4.6,28.6,16.0,-3.724742303080983,0.224111603117587
